Player,Street Name,Times Landed On,Land Stage,Land Wealth,Township Wealth
3,New York Ave.,15304,8656,1756468
3,Free Parking,18607,0,0
3,Kentucky Ave.,16448,8019,1187860
3,Chance,19588,0,0
3,Indiana Ave.,18528,9370,1473200
3,Illinois Ave.,15882,8124,1388840
3,B. & O. Railroad,15991,1819,382500
3,Atlantic Ave.,15441,3361,209371
3,Ventnor Ave.,19523,7434,540328
3,Water Works,20396,5342,1082598
3,Marvin Gardens,11439,3242,204876
3,Go to Jail,14516,0,0
3,Pacific Ave.,16439,4525,419382
3,North Carolina Ave.,13551,4731,504307
3,Community Chest,15116,0,0
3,Pennsylvania Ave.,15544,4234,416718
3,Short Line Railroad,12138,1589,307125
3,Chance,12928,0,0
3,Park Place,12155,5670,931005
3,Luxury Tax,16416,0,0
3,Boardwalk,16036,5886,1361100
3,Jail,26851,0,0
